Year,Agreement_Type,Source_URL,Main_Title,Issued by,Date of Issue,Decision number,Date of entry into force of collective agreement,Expiry date of collective agreement,Date of signature of collective agreement,General applicability,Employer side,Employee side,PDF_1,PDF_2,PDF_3,PDF_4,PDF_5,PDF_6,PDF_7,Comments
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/18,Kollektivavtal för busspersonalen,Committee for Confirming the General Applicability of Collective Agreements,30.10.2001,18/2001,26.2.2025,31.1.2028,10.3.2025,Kollektivavtalet är allmänt bindande,Biltrafikens Arbetsgivareförbund rf,Bil- och Transportbranschens Arbetareförbund rf,LinjauthStmRuotsi2502.pdf,LinjauthStmRuotsi2303.pdf,LinjauthStmRuotsi2102.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/19,Kollektivavtal för målningsbranschen inklusive entreprenadprissättning,Committee for Confirming the General Applicability of Collective Agreements,30.10.2001,19/2001,1.3.2025,29.2.2028,7.5.2025,Kollektivavtalet är allmänt bindande,Finlands Målarmästareförbund rf,Byggnadsförbundet rf,MaalausalaStmRuotsi2503.pdf,MaalausalaStmRuotsi2303.pdf,MaalausalaStmRuotsi2203.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/26,Apteekkien työntekijöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,4.12.2001,26/2001,28.5.2025,30.4.2028,28.5.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Palvelualojen ammattiliitto PAM ry,Apteek2505.pdf,Apteek2305.pdf,Apteek2205.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/27,Farmaseuttisen henkilöstön työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,4.12.2001,27/2001,7.3.2025,31.1.2028,16.3.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Suomen Farmasialiitto ry,Farmas2503.pdf,Farmas2302.pdf,Farmas2202.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/33,Terminaalitoimintaa koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,4.12.2001,33/2001,26.2.2025,31.1.2028,10.3.2025,Työehtosopimus on yleissitova,Autoliikenteen Työnantajaliitto ry,Auto- ja Kuljetusalan Työntekijäliitto AKT ry,Terminaalitoiminta2502.pdf,Terminaalitoiminta2302.pdf,Terminaalitoiminta2102.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/36,Kollektivavtal för vattenisoleringsbranschen,Committee for Confirming the General Applicability of Collective Agreements,4.12.2001,36/2001,1.3.2025,29.2.2028,1.3.2025,Kollektivavtalet är allmänt bindande,Takförbundet rf,Byggnadsförbundet rf,VedenristysStmRuotsi22503.pdf,VedenristysStmRuotsi12503.pdf,VedenristysStmRuotsi22303.pdf,VedenristysStmRuotsi12303.pdf,VedenristysStmRuotsi22203.pdf,VedenristysStmRuotsi12203.pdf,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/40,Pappersindustrins kollektivavtal,Committee for Confirming the General Applicability of Collective Agreements,18.12.2001,40/2001,10.2.2020,31.12.2021,10.2.2020,Kollektivavtalet är allmänt bindande,Skogsindustrin rf,Pappersförbundet rf,TT57Papetytruotssstmkielenk2002.pdf,TT57Papetytruotssstmkielenk1711.pdf,,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/41,Kollektivavtal gällande arbetstagare i pappers- och trämassaindustrins elbransch,Committee for Confirming the General Applicability of Collective Agreements,18.12.2001,41/2001,10.2.2020,31.12.2021,10.2.2020,Kollektivavtalet är allmänt bindande,Skogsindustrin rf,Elbranschernas fackförbund rf,TT55Papuusahruotsstmkielenk2002.pdf,TT55Papuusahruotsstmkielenk1711.pdf,,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/51,Kollektivavtal för livsmedelsbranscherna,Committee for Confirming the General Applicability of Collective Agreements,18.12.2001,51/2001,14.4.2025,31.1.2028,14.4.2025,Kollektivavtalet är allmänt bindande,Livsmedelsindustriförbundet rf,Finlands Livsmedelsarbetareförbund SEL rf,ElintarvStmRuotsi2504.pdf,ElintarvStmRuotsi2302.pdf,ElintarvStmRuotsi2102.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/53,Kollektivavtal för köttbranschen mellan Finlands Livsmedelsindustriförbund rf och Finlands Livsmedelsarbetareförbund SEL rf,Committee for Confirming the General Applicability of Collective Agreements,18.12.2001,53/2001,14.4.2025,31.1.2028,14.4.2025,Kollektivavtalet är allmänt bindande,Livsmedelsindustriförbundet rf,Finlands Livsmedelsarbetareförbund SEL rf,Liha-alaStmRuotsi2504.pdf,Liha-alaStmRuotsi2302.pdf,Liha-alaStmRuotsi2102.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/55,Leipomoiden työntekijöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,18.12.2001,55/2001,14.4.2025,31.1.2028,14.4.2025,Työehtosopimus on yleissitova,Elintarviketeollisuusliitto ry,Suomen Elintarviketyöläisten Liitto SEL ry,Leipomot2504.pdf,Leipomot2302.pdf,Leipomot2102.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/58,Panimoiden ja virvoitusjuomatehtaiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,18.12.2001,58/2001,14.4.2025,31.1.2028,14.4.2025,Työehtosopimus on yleissitova,Elintarviketeollisuusliitto ry,Suomen Elintarviketyöläisten Liitto SEL ry,Panvirv2504.pdf,Panvirv2302.pdf,Panvirv2102.pdf,,,,,
2001,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2001/61,Kollektivavtal gällande taxitrafiken,Committee for Confirming the General Applicability of Collective Agreements,18.12.2001,61/2001,10.3.2025,31.1.2028,10.3.2025,Kollektivavtalet är inte allmänt bindande,Taksiliikenteen Työnantajat ry,Bil- och transportbranschens Arbetarförbund AKT rf,,,,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/2,Rakennustuoteteollisuuden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,5.2.2002,2/2002,1.3.2025,29.2.2028,2.6.2025,Työehtosopimus on yleissitova,Rakennustuoteteollisuus RTT ry,Rakennusliitto ry,Rakennustuoteteollisuus2503.pdf,Rakennustuoteteollisuus2303.pdf,Rakennustuoteteollisuus2203.pdf,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/19,Medialiiton ja Suomen Journalistiliiton välinen työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,5.2.2002,19/2002,1.5.2025,30.4.2028,5.5.2025,Työehtosopimus on yleissitova,Medialiitto ry,Suomen Journalistiliitto ry,Journal2505.pdf,Journal2305.pdf,Journal2206.pdf,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/21,Kollektivavtal för skogsbranschens tjänstemän,Committee for Confirming the General Applicability of Collective Agreements,5.3.2002,21/2002,11.3.2020,31.12.2022,11.3.2020,Kollektivavtalet är allmänt bindande,Skogsindustrin rf,METO-Skogbranschens Experter rf,TT50Metsathruotsstsmkielenk2003.pdf,TT50Metsathruotsstsmkielenk1802.pdf,,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/75,Kollektivavtal för personalbranschen,Committee for Confirming the General Applicability of Collective Agreements,16.9.2002,75/2002,30.4.2025,29.2.2028,15.5.2025,Kollektivavtalet är allmänt bindande,Henkilöstöala HELA ry,Tjänstemannaförbundet ERTO rf,HenkilostoalaStmRuotsi2504.pdf,HenkilostoalaStmRuotsi2303.pdf,HenkilostopalvelualaStmRuotsi2203.pdf,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/92,Kollektivavtal för infrabranschen,Committee for Confirming the General Applicability of Collective Agreements,15.10.2002,92/2002,1.3.2025,29.2.2028,9.5.2025,Kollektivavtalet är allmänt bindande,Infra rf,Byggnadsförbundet rf,InfraAlaStmRuotsi2503.pdf,InfraAlaStmRuotsi2303.pdf,InfraAlaStmRuotsi2203.pdf,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/93,Kollektivavtal för markbyggnadsbranschen (Maskinföretagarnas förbund),Committee for Confirming the General Applicability of Collective Agreements,15.10.2002,93/2002,1.3.2025,29.2.2028,1.4.2025,Kollektivavtalet är inte allmänt bindande,Maskinföretagarnas förbund rf,Byggnadsförbundet rf,,,,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/97,Kollektivavtal för golvbeläggningsbranschen,Committee for Confirming the General Applicability of Collective Agreements,15.10.2002,97/2002,1.3.2025,29.2.2028,9.5.2025,Kollektivavtalet är allmänt bindande,Golv- och väggbeläggningsförbundet,Byggnadsförbundet rf,LattiaStmRuotsi2503.pdf,LattiaStmRuotsi2303.pdf,LattiaStmRuotsi2203.pdf,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/115,Autoliikennealojen toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,29.11.2002,115/2002,1.4.2025,31.3.2028,11.4.2025,Työehtosopimus on yleissitova,Autoliikenteen Työnantajaliitto ry,Toimihenkilöliitto ERTO ry,Autotoimih2504.pdf,Autotoimih2304.pdf,Autotoimih2204.pdf,,,,,
2002,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2002/116,Huoltokorjaamoiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,29.11.2002,116/2002,26.2.2025,31.1.2028,10.3.2025,Työehtosopimus on yleissitova,Autoliikenteen Työnantajaliitto ry,Auto- ja Kuljetusalan Työntekijäliitto ry,Huoltokorjaamo2502.pdf,Huoltokorjaamo2303.pdf,Huoltokorjaamo2102.pdf,,,,,
2003,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2003/7,Kuorma-autoalan työehtosopimus,Labour Court,31.1.2003,7/2003,26.2.2025,31.1.2028,10.3.2025,Työehtosopimus on yleissitova,Autoliikenteen Työnantajaliitto ry,Auto- ja Kuljetusalan Työntekijäliitto AKT ry,Kuormauto2502.pdf,Kuormauto2302.pdf,Kuormauto2102.pdf,,,,,
2003,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2003/11,Medialiiton ja Suomen Journalistiliiton välinen kustannustoimittajien työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,30.9.2003,11/2003,1.5.2025,30.4.2028,5.5.2025,Työehtosopimus on yleissitova,Medialiitto ry,Suomen Journalistiliitto ry,Kustannustoimittajat2505.pdf,Kustannustoimittajat2305.pdf,Kustannustoimittajat2209.pdf,,,,,
2003,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2003/103,Kollektivavtal för teatermusiker/ Teaterkollektivavtal för ordinarie musiker,Labour Court,30.12.2003,103/2003,14.3.2025,28.2.2028,14.3.2025,Kollektivavtalet är inte allmänt bindande,Suomen Teatterit - Finlands Teatrar ry (tidigare Finlands Teaterförbund rf ),Finlands musikers förbund,,,,,,,,
2003,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2003/104,Kollektivavtal för teatermusiker/ Kollektivavtal för tillfälliga teatermusiker,Labour Court,30.12.2003,104/2003,14.3.2025,28.2.2028,14.3.2025,Kollektivavtalet är allmänt bindande,Suomen Teatterit - Finlands Teatrar ry (tidigare Finlands Teaterförbund rf),Finlands musikers förbund,TilapTeamuusStmRuotsi2503.pdf,TilapTeamuusStmRuotsi2303.pdf,TilapTeamuusStmRuotsi2204.pdf,,,,,
2004,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2004/9,Kollektivavtal mellan Gummiindustrin rf och Kemiindustrin rf för arbetstagare i elbranschen,Committee for Confirming the General Applicability of Collective Agreements,23.6.2004,9/2004,3.4.2025,31.1.2028,9.6.2025,Kollektivavtalet är inte allmänt bindande,"Kemiindustrin rf, Gummiindustrin rf",Elbranschernas fackförbund rf,,,,,,,,
2005,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2005/6,Kollektivavtal för elektriker inom byggproduktindustrin,Committee for Confirming the General Applicability of Collective Agreements,12.5.2005,6/2005,1.3.2025,29.2.2028,4.8.2025,Kollektivavtalet är inte allmänt bindande,Byggproduktindustrin RTT rf,Elbranschernas fackförbund rf,,,,,,,,
2006,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2006/11,Kollektivavtal för elektriker inom livsmedelsindustrin,Committee for Confirming the General Applicability of Collective Agreements,31.8.2006,11/2006,14.4.2025,31.1.2028,9.5.2025,Kollektivavtalet är inte allmänt bindande,Livsmedelsindustrin rf,Elbranschernas Fackförbund rf,,,,,,,,
2007,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2007/7,Kollektivavtal för personalen inom munhälsovården,Committee for Confirming the General Applicability of Collective Agreements,3.5.2007,7/2007,1.4.2024,31.3.2026,9.6.2024,Kollektivavtalet är inte allmänt bindande,Hammaslääkärien työnantajayhdistys ry,Tehy ry,,,,,,,,
2008,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2008/14,Kemianteollisuuden ylempiä toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,11.9.2008,14/2008,15.4.2025,31.1.2028,5.5.2025,Työehtosopimus on yleissitova,Kemianteollisuus ry,Ylemmät Toimihenkilöt YTN ry,Kemiaylth2504.pdf,Kemiaylth2303.pdf,Kemiaylth2202.pdf,,,,,
2008,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2008/37,Kollektivavtal för skidcenterbranschen,Committee for Confirming the General Applicability of Collective Agreements,18.12.2008,37/2008,1.2.2025,31.1.2028,30.3.2025,Kollektivavtalet är allmänt bindande,Turism- och Restaurangförbundet MaRa rf,Servicefacket PAM rf,HiihtokStmRuotsi2502.pdf,HiihtokStmRuotsi2211.pdf,HiihtokStmRuotsi2111.pdf,,,,,
2009,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2009/3,Energiateollisuuden ylempien toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,29.1.2009,3/2009,1.3.2025,29.2.2028,11.4.2025,Työehtosopimus on yleissitova,Energiateollisuus ry,Ylemmät Toimihenkilöt YTN ry,Energyltoih2503.pdf,Energyltoih2303.pdf,Energyltoih2203.pdf,,,,,
2010,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2010/11,Kollektivavtal för asfaltbranschen,Committee for Confirming the General Applicability of Collective Agreements,14.10.2010,11/2010,1.3.2025,29.2.2028,9.5.2025,Kollektivavtalet är allmänt bindande,Infra rf,Byggnadsförbundet rf,AsfalttiStmRuotsi2503.pdf,AsfalttiStmRuotsi2303.pdf,AsfalttiStmRuotsi2203.pdf,,,,,
2010,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2010/13,"Matkailu-, ravintola- ja vapaa-ajan palveluita koskeva työehtosopimus - työntekijät",Committee for Confirming the General Applicability of Collective Agreements,11.11.2010,13/2010,1.4.2025,31.3.2028,22.5.2025,Työehtosopimus on yleissitova,Matkailu- ja Ravintolapalvelut MaRa ry,Palvelualojen ammattiliitto PAM ry,Matkailutyont2504.pdf,Matkailutyont2304.pdf,Matkailutyont2204.pdf,,,,,
2010,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2010/14,"Matkailu-, ravintola- ja vapaa-ajan palveluita koskeva työehtosopimus - esihenkilöt",Committee for Confirming the General Applicability of Collective Agreements,11.11.2010,14/2010,1.4.2025,31.3.2028,22.5.2025,Työehtosopimus on yleissitova,Matkailu- ja Ravintolapalvelut MaRa ry,Palvelualojen ammattiliitto PAM ry,Matkailuesihenkilo2504.pdf,Matkailuesihenkilo2304.pdf,Matkailuesim2204.pdf,,,,,
2011,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2011/5,Kollektivavtal för teaterbranschen,Committee for Confirming the General Applicability of Collective Agreements,13.1.2011,5/2011,1.3.2025,29.2.2028,25.3.2025,Kollektivavtalet är allmänt bindande,Suomen Teatterit - Finlands Teatrar ry.,Teatteri- ja Mediatyöntekijät ry.,TeatterialaStmRuotsi2503.pdf,TeatterialaStmRuotsi2303.pdf,TeatterialaStmRuotsi2203.pdf,,,,,
2011,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2011/26,Kollektivavtal för byggbranschen,Committee for Confirming the General Applicability of Collective Agreements,8.12.2011,26/2011,1.3.2025,29.2.2028,7.5.2025,Kollektivavtalet är allmänt bindande,Hembyggnadsindustrin rf,Byggnadsförbundet rf,RakennusStmRuotsi2503.pdf,RakennusStmRuotsi2303.pdf,RakennusStmRuotsi2205.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/1,Ulkomaanliikenteen matkustaja-alussopimus,Committee for Confirming the General Applicability of Collective Agreements,13.1.2012,1/2012,1.3.2024,28.2.2026,9.2.2024,Työehtosopimus on yleissitova,Suomen Varustamot ry,Suomen Merimies-Unioni SMU ry,Ulkomliikmatkustus2403.pdf,Liitesopimukset_2024-2026.pdf,Liitesopimukset_2021-2024.pdf,Ulkomliikmatkustus2103.pdf,Ulkomliikmatkustus21003.pdf,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/5,Kollektivavtal för bevakningsbranschen,Committee for Confirming the General Applicability of Collective Agreements,9.2.2012,5/2012,1.4.2025,31.3.2028,31.3.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Servicefacket PAM rf,VartiointialaStmRuotsi2504.pdf,VartiointialaStmRuotsi2304.pdf,VartiointialaStmRuotsi2204.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/7,Viestinvälitys- ja logistiikka-alan ylempien toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,22.3.2012,7/2012,9.4.2025,30.11.2027,15.4.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Ylemmät Toimihenkilöt YTN ry,Viestvallogisylemth2504.pdf,Viestvallogisylemth2303.pdf,Viestvallogisylemth2202.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/9,Medialiiton ja Ammattiliitto Pron välinen toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,22.3.2012,9/2012,1.3.2023,28.2.2025,27.2.2023,Työehtosopimus ei ole yleissitova,Medialiitto ry,Ammattiliitto Pro ry,,,,,,,,Tämän päätöksen korvaa 6.10.2025 annettu päätös 5/2025 (Medialiiton ja Ammattiliitto Pron sekä Viestintäalan toimihenkilöt Grafinet ry:n välinen toimihenkilöitä koskeva työehtosopimus)
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/10,Kotimaan matkustaja-alusliikenteen työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,22.3.2012,10/2012,4.4.2025,29.2.2028,4.4.2025,Työehtosopimus on yleissitova,"Palvelualojen työnantajat PALTA ry, Suomen Matkustajalaivayhdistys ry","Suomen Konepäällystöliitto ry, Suomen Laivanpäällystöliitto ry, Suomen Merimies-Unioni SMU ry",Kotimatkustalus2504.pdf,Kotimatkustalus2303.pdf,Kotimatkustalus2204.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/14,Kumiteollisuuden toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,10.5.2012,14/2012,26.3.2025,31.12.2027,10.3.2025,Työehtosopimus on yleissitova,Kumiteollisuus ry,Ammattiliitto Pro ry,Kumiteollth2503.pdf,Kumiteollth2302.pdf,Kumiteollth2201.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/21,Urheilujärjestöjä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,26.1.2026,2/2026,20.3.2025,29.2.2028,20.3.2025,Työehtosopimus on yleissitova,Palvelualojen Työnantajat PALTA ry,Julkisten ja hyvinvointialojen liitto JHL ry,Urheilujarjestot2503.pdf,Urheilujarjestot2303.pdf,Urheilujarjestot2203.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/23,Luottotieto- ja perintäalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,7.6.2012,23/2012,3.4.2025,29.2.2028,3.4.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Ammattiliitto PRO ry,Luottoperin2504.pdf,Luottoperin2303.pdf,Luottoperin2203.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/24,Kollektivavtal för golfbranschen,Committee for Confirming the General Applicability of Collective Agreements,7.6.2012,24/2012,16.5.2025,31.1.2028,16.5.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Servicefacket PAM rf,Golf-alaStmRuotsi2505.pdf,Golf-alaStmRuotsi2304.pdf,Golf-alaStmRuotsi2203.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/25,Huolinta-alan toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,7.6.2012,25/2012,11.4.2025,31.3.2028,11.4.2025,Työehtosopimus on yleissitova,Palvelualojen työnantajat PALTA ry,Erityisalojen Toimihenkilöliitto ERTO ry,Huolinth2504.pdf,Huolinth2304.pdf,Huolinth2204.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/26,Rakennusaine- ja betoniteollisuuden toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,7.6.2012,26/2012,1.5.2025,30.4.2028,27.5.2025,Työehtosopimus on yleissitova,Rakennustuoteteollisuus RTT ry,Ammattiliitto Pro ry,Rakbeth2505.pdf,Rakbeth2305.pdf,Rakbeth2205.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/29,Kollektivavtal mellan Arbetsgivarna för servicebranscherna PALTA rf och Förbundet för den offentliga sektorn och välfärdsområdena JHL rf gällande reparationsverkstäder,Committee for Confirming the General Applicability of Collective Agreements,13.9.2012,29/2012,1.2.2018,31.1.2021,30.5.2018,Kollektivavtalet är inte allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Förbundet för den offentliga sektorn och välfärdsområdena JHL rf,,,,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/30,Palvelualojen työnantajat PALTA ry:n ja Palkansaajajärjestö Pardia ry:n välinen korjaamoalan työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,13.9.2012,30/2012,1.2.2018,31.1.2021,30.5.2018,Työehtosopimus ei ole yleissitova,Palvelualojen työnantajat PALTA ry,Palkansaajajärjestö Pardia ry,,,,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/31,Kollektivavtal för arbetstagare i infrabranschen mellan Arbetsgivarna för servicebranscherna PALTA rf och Förbundet för den offentliga sektorn och välfärdsområdena JHL rf,Committee for Confirming the General Applicability of Collective Agreements,13.9.2012,31/2012,1.2.2018,31.1.2021,30.5.2018,Kollektivavtalet är inte allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Förbundet för den offentliga sektorn och välfärdsområdena JHL rf,,,,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/33,Kemianalan toimihenkilösopimus,Committee for Confirming the General Applicability of Collective Agreements,18.10.2012,33/2012,24.2.2025,31.12.2027,6.3.2025,Työehtosopimus on yleissitova,Kemianteollisuus ry,Ammattiliitto Pro ry,Kemtoih2502.pdf,Kemtoih2302.pdf,Kemtoih2201.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/39,Kollektivavtal för lagerterminal- och hamnarbetstagarna inom speditionsbranschen,Committee for Confirming the General Applicability of Collective Agreements,18.10.2012,39/2012,11.4.2025,29.2.2028,11.4.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Bil- och Transportbranschens Arbetarförbund AKT rf,HuolivarStmRuotsi2504.pdf,HuolivarStmRuotsi2303.pdf,HuolivarStmRuotsi2202.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/40,Kollektivavtal för biografteatrar,Committee for Confirming the General Applicability of Collective Agreements,18.10.2012,40/2012,2.6.2025,29.2.2028,2.6.2025,Kollektivavtalet är allmänt bindande,Arbetsgivarna för servicebranscherna PALTA rf,Servicefacket PAM rf,ElokuvateatteriStmRuotsi2506.pdf,ElokuvateatteriStmRuotsi2304.pdf,ElokuvateatteriStmRuotsi2203.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/41,Kiinteistöalan toimihenkilöitä koskeva työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,18.10.2012,41/2012,1.3.2025,29.2.2028,28.3.2025,Työehtosopimus on yleissitova,Kiinteistöpalvelut ry,Ammattiliitto Pro ry,Kiintth2503.pdf,Kiintth2303.pdf,Kiintth2203.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/42,Ahtausalan teknisten toimihenkilöiden työehtosopimus,Committee for Confirming the General Applicability of Collective Agreements,18.10.2012,42/2012,1.6.2025,31.5.2028,17.6.2025,Työehtosopimus on yleissitova,Satamaoperaattorit ry,Ammattiliitto Pro ry,Ahtaustj2506.pdf,Ahtaustj2305.pdf,Ahtaustj2205.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/43,Kollektivavtal för tjänstemän i stuveribranschen,Committee for Confirming the General Applicability of Collective Agreements,18.10.2012,43/2012,1.6.2025,31.5.2028,17.6.2025,Kollektivavtalet är allmänt bindande,Hamnoperatörerna rf,Fackförbundet Pro rf,AhtausalathStmRuotsi2506.pdf,SatamaoperaattStmRuotsi2305.pdf,SatamaoperaattStmRuotsi2205.pdf,,,,,
2012,General Applicability Agreement,https://www.finlex.fi/en/authorities/collective-agreements/2012/48,Kollektivavtal för tjänstemän i energibranschen,Committee for Confirming the General Applicability of Collective Agreements,20.12.2012,48/2012,1.3.2025,29.2.2028,4.3.2025,Kollektivavtalet är allmänt bindande,Finsk Energiindustri rf,"Fackförbundet Pro rf, Finlands Maskinbefälsförbund SKL rf, Förbundet för den offentliga sektorn och välfärdsområdena JHL rf, Teknik och Hälsa FKT rf, Offentliga och privata sektorns funktionärsförbund Jyty rf",EnergithStmRuotsi2503.pdf,EnergithStmRuotsi2303.pdf,EnergithStmRuotsi2203.pdf,,,,,
